ACRES_AG_1MI,BIRD_COUNT,Barns,COUNTYNAME,Operation,APP_RATE,Status,WASTE_OUTPUT,TYPE,X,Y,MMBTU_potential
71,15952,2,Rockingham,Unknown,10704,Unknown,380,Poultry - Layer,-79.9913,36.4588,2901.451162967035
117,23928,3,Rockingham,Unknown,9744,Unknown,570,Poultry - Layer,-79.7479,36.4385,4352.176744450552
161,72016,8,Caswell,"BALDWIN FAMILY FARM LANDS,LLC",21466,Unknown,1728,Poultry - Layer,-79.2501,36.3697,13193.967393702727
311,31904,4,Rockingham,WEBSTER PROPERTIES LLC,4887,Unknown,760,Poultry - Layer,-80.0031,36.339,5802.90232593407
368,15952,2,Rockingham,Unknown,2065,Unknown,380,Poultry - Layer,-79.7306,36.3533,2901.451162967035
46,36008,4,Caswell,Unknown,37565,Unknown,864,Poultry - Layer,-79.2919,36.3111,6596.983696851364
244,7976,1,Rockingham,Unknown,1557,Unknown,190,Poultry - Layer,-79.9805,36.282,1450.7255814835175
436,7976,1,Rockingham,Unknown,872,Unknown,190,Poultry - Layer,-79.8652,36.2919,1450.7255814835175
240,36008,4,Caswell,Unknown,7200,Unknown,864,Poultry - Layer,-79.491,36.2753,6596.983696851364
204,18004,2,Caswell,Unknown,4235,Unknown,432,Poultry - Layer,-79.4195,36.2787,3298.491848425682
69,27006,3,Caswell,Unknown,18783,Unknown,648,Poultry - Layer,-79.2654,36.2822,4947.737772638523
368,36008,4,Caswell,Unknown,4696,Unknown,864,Poultry - Layer,-79.3073,36.2573,6596.983696851364
207,18004,2,Caswell,Unknown,4174,Unknown,432,Poultry - Layer,-79.1573,36.2768,3298.491848425682
808,85755,5,Guilford,Unknown,3668,Unknown,1482,Poultry - Layer,-79.6677,36.2244,11315.659535571436
751,102906,6,Guilford,Unknown,4735,Unknown,1778,Poultry - Layer,-79.6055,36.222,13575.737283566812
463,53880,4,Alamance,LEWIS BROTHERS LLC,3045,Unknown,705,Poultry - Broiler,-79.5146,36.2473,5382.955447083578
510,11792,2,Orange,Unknown,1094,Unknown,279,Poultry - Layer,-79.2261,36.212,2130.2759854415863
526,17688,3,Orange,Unknown,1593,Unknown,419,Poultry - Layer,-79.196,36.2148,3199.23167706102
282,11792,2,Orange,Unknown,1979,Unknown,279,Poultry - Layer,-79.0052,36.2136,2130.2759854415863
562,11792,2,Orange,JOHN POPE FARMS LLC,993,Unknown,279,Poultry - Layer,-79.1766,36.1949,2130.2759854415863
584,17688,3,Orange,Unknown,1435,Unknown,419,Poultry - Layer,-79.1341,36.1958,3199.23167706102
532,13470,1,Alamance,Unknown,662,Unknown,176,Poultry - Broiler,-79.3255,36.1645,1343.830012321574
428,17688,3,Orange,Unknown,1958,Unknown,419,Poultry - Layer,-79.2471,36.1671,3199.23167706102
316,17688,3,Orange,Unknown,2652,Unknown,419,Poultry - Layer,-79.2388,36.1664,3199.23167706102
424,5896,1,Orange,Unknown,660,Unknown,140,Poultry - Layer,-79.1723,36.1478,1068.955691619434
67,14239,6,Granville,Unknown,8030,Unknown,269,Poultry - Layer,-78.7882,36.1262,2053.9220074687696
373,11792,2,Orange,Latta's Egg Ranch,1496,Unknown,279,Poultry - Layer,-79.0864,36.1036,2130.2759854415863
415,5896,1,Orange,Unknown,675,Unknown,140,Poultry - Layer,-79.2495,36.0581,1068.955691619434
244,34302,2,Guilford,Unknown,4861,Unknown,593,Poultry - Layer,-79.5823,35.9886,4527.790893788031
145,11792,2,Orange,Unknown,3848,Unknown,279,Poultry - Layer,-79.2514,35.996,2130.2759854415863
57,13470,1,Alamance,Unknown,6175,Unknown,176,Poultry - Broiler,-79.3427,35.9901,1343.830012321574
50,40410,3,Alamance,Unknown,21160,Unknown,529,Poultry - Broiler,-79.4574,35.9596,4039.125434762004
53,26940,2,Alamance,Unknown,13283,Unknown,352,Poultry - Broiler,-79.3585,35.9604,2687.660024643148
52,68604,4,Guilford,Unknown,45577,Unknown,1185,Poultry - Layer,-79.789,35.9288,9047.946389778781
64,17151,1,Guilford,Unknown,9250,Unknown,296,Poultry - Layer,-79.7065,35.9505,2260.0777479953745
324,68604,4,Guilford,Unknown,7315,Unknown,1185,Poultry - Layer,-79.6297,35.9186,9047.946389778781
212,51453,3,Guilford,Unknown,8387,Unknown,889,Poultry - Layer,-79.6027,35.9408,6787.868641783406
228,34302,2,Guilford,Unknown,5202,Unknown,593,Poultry - Layer,-79.5785,35.944,4527.790893788031
265,63668,4,Randolph,MORGAN AGRI PROPERTIES LLC,4023,Unknown,533,Poultry - Broiler,-79.8887,35.9128,4069.6670259511307
146,17151,1,Guilford,Unknown,4055,Unknown,296,Poultry - Layer,-79.7203,35.9316,2260.0777479953745
162,53880,4,Alamance,Unknown,8704,Unknown,705,Poultry - Broiler,-79.4684,35.9199,5382.955447083578
45,59700,3,Davidson,Unknown,22222,Unknown,500,Poultry - Broiler,-80.147,35.9185,3817.6988986408355
30,26940,2,Alamance,Unknown,23467,Unknown,352,Poultry - Broiler,-79.5376,35.9235,2687.660024643148
352,13470,1,Alamance,Unknown,1000,Unknown,176,Poultry - Broiler,-79.3386,35.9165,1343.830012321574
263,31834,2,Randolph,Unknown,2030,Unknown,267,Poultry - Broiler,-79.6941,35.8907,2038.6512118742062
191,34302,2,Guilford,Unknown,6209,Unknown,593,Poultry - Layer,-79.582,35.9228,4527.790893788031
83,53880,4,Alamance,Unknown,16988,Unknown,705,Poultry - Broiler,-79.5143,35.9045,5382.955447083578
324,26940,2,Alamance,Unknown,2173,Unknown,352,Poultry - Broiler,-79.4092,35.9008,2687.660024643148
550,26940,2,Alamance,Unknown,1280,Unknown,352,Poultry - Broiler,-79.3412,35.8989,2687.660024643148
294,31834,2,Randolph,MORGAN AGRI PROPERTIES LLC,1816,Unknown,267,Poultry - Broiler,-79.9006,35.8813,2038.6512118742062
343,63668,4,Randolph,Unknown,3108,Unknown,533,Poultry - Broiler,-79.8468,35.8656,4069.6670259511307
147,47751,3,Randolph,Unknown,5442,Unknown,400,Poultry - Broiler,-79.6827,35.8728,3054.1591189126684
120,134700,10,Alamance,Unknown,29367,Unknown,1762,Poultry - Broiler,-79.5295,35.8745,13453.570918810305
281,53880,4,Alamance,Unknown,5018,Unknown,705,Poultry - Broiler,-79.4698,35.9079,5382.955447083578
71,40410,3,Alamance,Unknown,14901,Unknown,529,Poultry - Broiler,-79.4033,35.8697,4039.125434762004
483,26940,2,Alamance,Unknown,1458,Unknown,352,Poultry - Broiler,-79.3471,35.8843,2687.660024643148
366,47751,3,Randolph,Unknown,2186,Unknown,400,Poultry - Broiler,-79.8474,35.8686,3054.1591189126684
329,79585,5,Randolph,Unknown,4055,Unknown,667,Poultry - Broiler,-79.6149,35.8607,5092.810330786875
210,47751,3,Randolph,Unknown,3810,Unknown,400,Poultry - Broiler,-79.5891,35.8739,3054.1591189126684
142,26940,2,Alamance,Unknown,4958,Unknown,352,Poultry - Broiler,-79.4771,35.8759,2687.660024643148
363,26940,2,Alamance,Unknown,1939,Unknown,352,Poultry - Broiler,-79.3514,35.8769,2687.660024643148
221,47751,3,Randolph,Unknown,3620,Unknown,400,Poultry - Broiler,-79.8913,35.8448,3054.1591189126684
166,63668,4,Randolph,Unknown,6422,Unknown,533,Poultry - Broiler,-79.7369,35.8333,4069.6670259511307
161,31834,2,Randolph,Unknown,3317,Unknown,267,Poultry - Broiler,-79.7382,35.8359,2038.6512118742062
271,26940,2,Alamance,Unknown,2598,Unknown,352,Poultry - Broiler,-79.458,35.848,2687.660024643148
318,94290,7,Alamance,Unknown,7755,Unknown,1233,Poultry - Broiler,-79.3636,35.8506,9414.445484048301
394,26940,2,Alamance,Unknown,1787,Unknown,352,Poultry - Broiler,-79.2977,35.8543,2687.660024643148
137,39693,3,Chatham,Unknown,4759,Unknown,326,Poultry - Broiler,-79.2666,35.8379,2489.139681913825
77,13470,1,Alamance,Unknown,4571,Unknown,176,Poultry - Broiler,-79.249,35.8496,1343.830012321574
101,47751,3,Randolph,Unknown,7921,Unknown,400,Poultry - Broiler,-79.9171,35.8382,3054.1591189126684
67,159170,10,Randolph,Unknown,39791,Unknown,1333,Poultry - Broiler,-79.6346,35.7915,10177.985263776467
194,95502,6,Randolph,Unknown,8247,Unknown,800,Poultry - Broiler,-79.5483,35.849,6108.318237825337
407,53880,4,Alamance,Unknown,3464,Unknown,705,Poultry - Broiler,-79.4842,35.8452,5382.955447083578
79,53880,4,Alamance,Unknown,17848,Unknown,705,Poultry - Broiler,-79.4084,35.8486,5382.955447083578
70,63668,4,Randolph,Unknown,15229,Unknown,533,Poultry - Broiler,-79.9269,35.7975,4069.6670259511307
175,79585,5,Randolph,Unknown,7623,Unknown,667,Poultry - Broiler,-79.8351,35.7861,5092.810330786875
69,15917,1,Randolph,Unknown,3855,Unknown,133,Poultry - Broiler,-79.6891,35.8054,1015.5079070384622
101,63668,4,Randolph,Unknown,10554,Unknown,533,Poultry - Broiler,-79.642,35.8002,4069.6670259511307
107,47751,3,Randolph,Unknown,7477,Unknown,400,Poultry - Broiler,-79.5957,35.8293,3054.1591189126684
132,47751,3,Randolph,Unknown,6061,Unknown,400,Poultry - Broiler,-79.587,35.8306,3054.1591189126684
172,31834,2,Randolph,Unknown,3105,Unknown,267,Poultry - Broiler,-79.5447,35.8218,2038.6512118742062
54,26462,2,Chatham,Unknown,8037,Unknown,217,Poultry - Broiler,-79.4641,35.8239,1656.8813220101226
36,52924,4,Chatham,Unknown,24111,Unknown,434,Poultry - Broiler,-79.4285,35.8181,3313.7626440202453
37,26462,2,Chatham,Unknown,11730,Unknown,217,Poultry - Broiler,-79.4173,35.818,1656.8813220101226
81,26462,2,Chatham,Unknown,5358,Unknown,217,Poultry - Broiler,-79.2858,35.81,1656.8813220101226
44,79585,5,Randolph,Unknown,30318,Unknown,667,Poultry - Broiler,-79.7002,35.7991,5092.810330786875
50,31834,2,Randolph,Unknown,10680,Unknown,267,Poultry - Broiler,-79.6951,35.8034,2038.6512118742062
319,79585,5,Randolph,Unknown,4182,Unknown,667,Poultry - Broiler,-79.5756,35.8035,5092.810330786875
300,31834,2,Randolph,Unknown,1780,Unknown,267,Poultry - Broiler,-79.5776,35.8063,2038.6512118742062
117,52924,4,Chatham,Unknown,7419,Unknown,434,Poultry - Broiler,-79.5233,35.7912,3313.7626440202453
157,26462,2,Chatham,Unknown,2764,Unknown,217,Poultry - Broiler,-79.5054,35.7857,1656.8813220101226
65,26462,2,Chatham,Unknown,6677,Unknown,217,Poultry - Broiler,-79.4691,35.797,1656.8813220101226
45,26462,2,Chatham,Unknown,9644,Unknown,217,Poultry - Broiler,-79.444,35.8113,1656.8813220101226
72,66155,5,Chatham,Unknown,15083,Unknown,543,Poultry - Broiler,-79.4177,35.7763,4146.021003923947
230,39693,3,Chatham,Unknown,2835,Unknown,326,Poultry - Broiler,-79.3888,35.7991,2489.139681913825
208,52924,4,Chatham,Unknown,4173,Unknown,434,Poultry - Broiler,-79.3643,35.8035,3313.7626440202453
234,26462,2,Chatham,Unknown,1855,Unknown,217,Poultry - Broiler,-79.3521,35.8118,1656.8813220101226
106,39800,2,Davidson,Unknown,6283,Unknown,333,Poultry - Broiler,-80.1361,35.7694,2542.5874664947964
13,47751,3,Randolph,Unknown,61538,Unknown,400,Poultry - Broiler,-79.7768,35.7719,3054.1591189126684
15,31834,2,Randolph,Unknown,35600,Unknown,267,Poultry - Broiler,-79.7484,35.7719,2038.6512118742062
49,39693,3,Chatham,Unknown,13306,Unknown,326,Poultry - Broiler,-79.461,35.7947,2489.139681913825
203,26462,2,Chatham,Unknown,2138,Unknown,217,Poultry - Broiler,-79.4048,35.7937,1656.8813220101226
473,52924,4,Chatham,Unknown,1835,Unknown,434,Poultry - Broiler,-79.3868,35.785,3313.7626440202453
227,66155,5,Chatham,Unknown,4784,Unknown,543,Poultry - Broiler,-79.3593,35.764,4146.021003923947
260,39693,3,Chatham,Unknown,2508,Unknown,326,Poultry - Broiler,-79.3219,35.7734,2489.139681913825
150,52924,4,Chatham,Unknown,5787,Unknown,434,Poultry - Broiler,-79.3042,35.7719,3313.7626440202453
46,26462,2,Chatham,Unknown,9435,Unknown,217,Poultry - Broiler,-79.2257,35.7675,1656.8813220101226
75,26462,2,Chatham,Unknown,5787,Unknown,217,Poultry - Broiler,-79.1731,35.7657,1656.8813220101226
119,63668,4,Randolph,Unknown,8958,Unknown,533,Poultry - Broiler,-80.0181,35.7327,4069.6670259511307
10,47751,3,Randolph,Unknown,80000,Unknown,400,Poultry - Broiler,-79.7026,35.7698,3054.1591189126684
253,63668,4,Randolph,Unknown,4213,Unknown,533,Poultry - Broiler,-79.5563,35.7825,4069.6670259511307
126,52924,4,Chatham,Unknown,6889,Unknown,434,Poultry - Broiler,-79.5109,35.7791,3313.7626440202453
269,26462,2,Chatham,Unknown,1613,Unknown,217,Poultry - Broiler,-79.3304,35.773,1656.8813220101226
89,31834,2,Randolph,Unknown,6000,Unknown,267,Poultry - Broiler,-80.0528,35.7329,2038.6512118742062
15,63668,4,Randolph,Unknown,71067,Unknown,533,Poultry - Broiler,-79.7412,35.7653,4069.6670259511307
8,15917,1,Randolph,Unknown,33250,Unknown,133,Poultry - Broiler,-79.6878,35.7412,1015.5079070384622
347,63668,4,Randolph,Unknown,3072,Unknown,533,Poultry - Broiler,-79.6188,35.7266,4069.6670259511307
374,47751,3,Randolph,Unknown,2139,Unknown,400,Poultry - Broiler,-79.6102,35.7359,3054.1591189126684
290,143253,9,Randolph,Unknown,8276,Unknown,1200,Poultry - Broiler,-79.5647,35.7708,9162.477356738005
436,63668,4,Randolph,Unknown,2445,Unknown,533,Poultry - Broiler,-79.5734,35.774,4069.6670259511307
69,66155,5,Chatham,Unknown,15739,Unknown,543,Poultry - Broiler,-79.5303,35.7191,4146.021003923947
10,105848,8,Chatham,Unknown,173800,Unknown,869,Poultry - Broiler,-79.4226,35.762,6635.160685837772
70,26462,2,Chatham,Unknown,6200,Unknown,217,Poultry - Broiler,-79.3374,35.7463,1656.8813220101226
113,39693,3,Chatham,Unknown,5770,Unknown,326,Poultry - Broiler,-79.3091,35.7374,2489.139681913825
26,66155,5,Chatham,Unknown,41769,Unknown,543,Poultry - Broiler,-79.4104,35.7432,4146.021003923947
69,66155,5,Chatham,Unknown,15739,Unknown,543,Poultry - Broiler,-79.3391,35.7412,4146.021003923947
75,39693,3,Chatham,Unknown,8693,Unknown,326,Poultry - Broiler,-79.3363,35.7441,2489.139681913825
65,59700,3,Davidson,Unknown,15385,Unknown,500,Poultry - Broiler,-80.0713,35.7103,3817.6988986408355
57,15917,1,Randolph,Unknown,4667,Unknown,133,Poultry - Broiler,-79.9883,35.7079,1015.5079070384622
183,63668,4,Randolph,Unknown,5825,Unknown,533,Poultry - Broiler,-79.9072,35.6914,4069.6670259511307
259,31834,2,Randolph,Unknown,2062,Unknown,267,Poultry - Broiler,-79.6805,35.7044,2038.6512118742062
236,95502,6,Randolph,Unknown,6780,Unknown,800,Poultry - Broiler,-79.5944,35.7124,6108.318237825337
111,26462,2,Chatham,Unknown,3910,Unknown,217,Poultry - Broiler,-79.4306,35.6954,1656.8813220101226
144,39693,3,Chatham,Unknown,4528,Unknown,326,Poultry - Broiler,-79.4188,35.6948,2489.139681913825
26,79386,6,Chatham,Unknown,50154,Unknown,652,Poultry - Broiler,-79.3842,35.6935,4978.27936382765
56,31834,2,Randolph,Unknown,9536,Unknown,267,Poultry - Broiler,-80.0081,35.6958,2038.6512118742062
176,79585,5,Randolph,Unknown,7580,Unknown,667,Poultry - Broiler,-79.9848,35.6618,5092.810330786875
149,31834,2,Randolph,Unknown,3584,Unknown,267,Poultry - Broiler,-79.7001,35.6766,2038.6512118742062
294,31834,2,Randolph,Unknown,1816,Unknown,267,Poultry - Broiler,-79.6636,35.6971,2038.6512118742062
278,63668,4,Randolph,Unknown,3835,Unknown,533,Poultry - Broiler,-79.5593,35.703,4069.6670259511307
109,79600,4,Davidson,Unknown,12239,Unknown,667,Poultry - Broiler,-80.133,35.6496,5092.810330786875
27,15917,1,Randolph,Unknown,9852,Unknown,133,Poultry - Broiler,-79.7452,35.6658,1015.5079070384622
262,47751,3,Randolph,Unknown,3053,Unknown,400,Poultry - Broiler,-79.6841,35.6868,3054.1591189126684
270,95502,6,Randolph,Unknown,5926,Unknown,800,Poultry - Broiler,-79.6438,35.6929,6108.318237825337
119,63668,4,Randolph,Unknown,8958,Unknown,533,Poultry - Broiler,-79.5971,35.6909,4069.6670259511307
124,26462,2,Chatham,Unknown,3500,Unknown,217,Poultry - Broiler,-79.5424,35.6866,1656.8813220101226
3,26462,2,Chatham,Unknown,144667,Unknown,217,Poultry - Broiler,-79.5037,35.67,1656.8813220101226
24,39693,3,Chatham,Unknown,27167,Unknown,326,Poultry - Broiler,-79.492,35.6728,2489.139681913825
54,52924,4,Chatham,MOUNTAIRE FARMS INC,16074,Unknown,434,Poultry - Broiler,-79.4157,35.6724,3313.7626440202453
57,105848,8,Chatham,GREEN HILL FARMS INC,30491,Unknown,869,Poultry - Broiler,-79.3736,35.6608,6635.160685837772
2,26462,2,Chatham,Unknown,217000,Unknown,217,Poultry - Broiler,-79.3077,35.6669,1656.8813220101226
520,159170,10,Randolph,Unknown,5127,Unknown,1333,Poultry - Broiler,-80.054,35.6121,10177.985263776467
225,95502,6,Randolph,Unknown,7111,Unknown,800,Poultry - Broiler,-80.0391,35.6279,6108.318237825337
11,47751,3,Randolph,Unknown,72727,Unknown,400,Poultry - Broiler,-79.7856,35.6382,3054.1591189126684
123,79585,5,Randolph,Unknown,10846,Unknown,667,Poultry - Broiler,-79.7235,35.6536,5092.810330786875
484,63668,4,Randolph,Unknown,2202,Unknown,533,Poultry - Broiler,-79.6417,35.6546,4069.6670259511307
592,31834,2,Randolph,Unknown,902,Unknown,267,Poultry - Broiler,-79.6411,35.6701,2038.6512118742062
471,31834,2,Randolph,Unknown,1134,Unknown,267,Poultry - Broiler,-79.63,35.6701,2038.6512118742062
62,63668,4,Randolph,Unknown,17194,Unknown,533,Poultry - Broiler,-79.5948,35.681,4069.6670259511307
15,13231,1,Chatham,Unknown,14533,Unknown,109,Poultry - Broiler,-79.543,35.6523,832.2583599037022
33,26462,2,Chatham,Unknown,13152,Unknown,217,Poultry - Broiler,-79.4832,35.6532,1656.8813220101226
67,52924,4,Chatham,Unknown,12955,Unknown,434,Poultry - Broiler,-79.4469,35.6496,3313.7626440202453
68,39693,3,Chatham,MOUNTAIRE FARMS INC,9588,Unknown,326,Poultry - Broiler,-79.414,35.6671,2489.139681913825
23,26462,2,Chatham,PILKINGTON FARMS LLC,18870,Unknown,217,Poultry - Broiler,-79.264,35.6451,1656.8813220101226
74,31834,2,Randolph,Unknown,7216,Unknown,267,Poultry - Broiler,-79.9426,35.6304,2038.6512118742062
48,63668,4,Randolph,Unknown,22208,Unknown,533,Poultry - Broiler,-79.7938,35.6233,4069.6670259511307
7,79386,6,Chatham,Unknown,186286,Unknown,652,Poultry - Broiler,-79.5432,35.649,4978.27936382765
89,26462,2,Chatham,Unknown,4876,Unknown,217,Poultry - Broiler,-79.5065,35.6285,1656.8813220101226
121,52924,4,Chatham,Unknown,7174,Unknown,434,Poultry - Broiler,-79.4354,35.6339,3313.7626440202453
122,52924,4,Chatham,Unknown,7115,Unknown,434,Poultry - Broiler,-79.4105,35.6535,3313.7626440202453
22,26462,2,Chatham,Unknown,19727,Unknown,217,Poultry - Broiler,-79.3477,35.6499,1656.8813220101226
5,26462,2,Chatham,BEAR CREEK FUNDING LLC,86800,Unknown,217,Poultry - Broiler,-79.3173,35.6482,1656.8813220101226
24,52924,4,Chatham,Unknown,36167,Unknown,434,Poultry - Broiler,-79.2848,35.6324,3313.7626440202453
145,79600,4,Davidson,Unknown,9200,Unknown,667,Poultry - Broiler,-80.1466,35.6143,5092.810330786875
268,63668,4,Randolph,Unknown,3978,Unknown,533,Poultry - Broiler,-80.0093,35.6266,4069.6670259511307
44,31834,2,Randolph,Unknown,12136,Unknown,267,Poultry - Broiler,-79.8851,35.609,2038.6512118742062
21,47751,3,Randolph,Unknown,38095,Unknown,400,Poultry - Broiler,-79.8304,35.6137,3054.1591189126684
43,31834,2,Randolph,Unknown,12419,Unknown,267,Poultry - Broiler,-79.7841,35.6282,2038.6512118742062
124,47751,3,Randolph,Unknown,6452,Unknown,400,Poultry - Broiler,-79.6863,35.604,3054.1591189126684
74,52924,4,Chatham,Unknown,11730,Unknown,434,Poultry - Broiler,-79.4651,35.6176,3313.7626440202453
93,26462,2,Chatham,Unknown,4667,Unknown,217,Poultry - Broiler,-79.3918,35.6311,1656.8813220101226
28,66155,5,Chatham,Unknown,38786,Unknown,543,Poultry - Broiler,-79.3563,35.6465,4146.021003923947
25,105848,8,Chatham,Unknown,69520,Unknown,869,Poultry - Broiler,-79.2839,35.6164,6635.160685837772
7,52924,4,Chatham,Unknown,124000,Unknown,434,Poultry - Broiler,-79.2503,35.6225,3313.7626440202453
60,52924,4,Chatham,Unknown,14467,Unknown,434,Poultry - Broiler,-79.2026,35.6057,3313.7626440202453
363,59700,3,Davidson,Unknown,2755,Unknown,500,Poultry - Broiler,-80.1041,35.5974,3817.6988986408355
532,63668,4,Randolph,Unknown,2004,Unknown,533,Poultry - Broiler,-79.9768,35.5881,4069.6670259511307
15,63668,4,Randolph,Unknown,71067,Unknown,533,Poultry - Broiler,-79.7926,35.6037,4069.6670259511307
79,63668,4,Randolph,Unknown,13494,Unknown,533,Poultry - Broiler,-79.7151,35.5865,4069.6670259511307
125,31834,2,Randolph,Unknown,4272,Unknown,267,Poultry - Broiler,-79.698,35.6038,2038.6512118742062
82,31834,2,Randolph,Unknown,6512,Unknown,267,Poultry - Broiler,-79.629,35.5935,2038.6512118742062
19,63668,4,Randolph,Unknown,56105,Unknown,533,Poultry - Broiler,-79.5534,35.6221,4069.6670259511307
218,39693,3,Chatham,Unknown,2991,Unknown,326,Poultry - Broiler,-79.4933,35.6014,2489.139681913825
56,198465,15,Chatham,Unknown,58179,Unknown,1629,Poultry - Broiler,-79.4047,35.6124,12438.063011771843
307,54255,3,Lee,Unknown,2547,Unknown,391,Poultry - Broiler,-79.0781,35.5889,2985.4405387371335
208,39693,3,Chatham,Unknown,3135,Unknown,326,Poultry - Broiler,-79.0267,35.5957,2489.139681913825
294,79600,4,Davidson,Unknown,4537,Unknown,667,Poultry - Broiler,-80.1171,35.5778,5092.810330786875
33,31834,2,Randolph,Unknown,16182,Unknown,267,Poultry - Broiler,-79.8948,35.5883,2038.6512118742062
22,63668,4,Randolph,Unknown,48455,Unknown,533,Poultry - Broiler,-79.7822,35.6021,4069.6670259511307
59,31834,2,Randolph,Unknown,9051,Unknown,267,Poultry - Broiler,-79.642,35.5923,2038.6512118742062
44,47751,3,Randolph,Unknown,18182,Unknown,400,Poultry - Broiler,-79.6204,35.5968,3054.1591189126684
88,79585,5,Randolph,Unknown,15159,Unknown,667,Poultry - Broiler,-79.6325,35.5735,5092.810330786875
65,31834,2,Randolph,Unknown,8215,Unknown,267,Poultry - Broiler,-79.5724,35.5926,2038.6512118742062
34,26462,2,Chatham,Unknown,12765,Unknown,217,Poultry - Broiler,-79.5521,35.5995,1656.8813220101226
39,26462,2,Chatham,Unknown,11128,Unknown,217,Poultry - Broiler,-79.5505,35.5905,1656.8813220101226
110,66155,5,Chatham,Unknown,9873,Unknown,543,Poultry - Broiler,-79.4815,35.5988,4146.021003923947
187,82779,3,Harnett,BUCKHORN FARMS,6374,Unknown,596,Poultry - Broiler,-78.9052,35.5615,4550.697087179876
245,119400,6,Davidson,Unknown,8163,Unknown,1000,Poultry - Broiler,-80.1246,35.5709,7635.397797281671
661,79600,4,Davidson,Unknown,2018,Unknown,667,Poultry - Broiler,-80.0739,35.5859,5092.810330786875
538,63668,4,Randolph,Unknown,1981,Unknown,533,Poultry - Broiler,-80.0462,35.5741,4069.6670259511307
31,63668,4,Randolph,Unknown,34387,Unknown,533,Poultry - Broiler,-79.8964,35.5607,4069.6670259511307
16,47751,3,Randolph,Unknown,50000,Unknown,400,Poultry - Broiler,-79.8232,35.553,3054.1591189126684
25,63668,4,Randolph,TRIPLE OAK FARM LLC,42640,Unknown,533,Poultry - Broiler,-79.776,35.5866,4069.6670259511307
74,63668,4,Randolph,Unknown,14405,Unknown,533,Poultry - Broiler,-79.6476,35.5876,4069.6670259511307
55,63668,4,Randolph,Unknown,19382,Unknown,533,Poultry - Broiler,-79.5787,35.5705,4069.6670259511307
9,13231,1,Chatham,Unknown,24222,Unknown,109,Poultry - Broiler,-79.5463,35.558,832.2583599037022
34,39693,3,Chatham,Unknown,19176,Unknown,326,Poultry - Broiler,-79.4807,35.5754,2489.139681913825
41,92617,7,Chatham,Unknown,37073,Unknown,760,Poultry - Broiler,-79.4726,35.595,5802.90232593407
66,52924,4,Chatham,Unknown,13152,Unknown,434,Poultry - Broiler,-79.4347,35.5647,3313.7626440202453
25,105848,8,Chatham,Unknown,69520,Unknown,869,Poultry - Broiler,-79.3923,35.5792,6635.160685837772
0,39693,3,Chatham,Unknown,0,Unknown,326,Poultry - Broiler,-79.3527,35.567,2489.139681913825
38,39693,3,Chatham,DEEP RIVER FARM LLC,17158,Unknown,326,Poultry - Broiler,-79.3214,35.5506,2489.139681913825
177,54255,3,Lee,Unknown,4418,Unknown,391,Poultry - Broiler,-79.0878,35.5798,2985.4405387371335
164,275930,10,Harnett,Unknown,24232,Unknown,1987,Poultry - Broiler,-78.8966,35.5388,15171.53542319868
387,110372,4,Harnett,Unknown,4109,Unknown,795,Poultry - Broiler,-78.7993,35.5375,6070.141248838929
177,59700,3,Davidson,Unknown,5650,Unknown,500,Poultry - Broiler,-80.082,35.5526,3817.6988986408355
716,31834,2,Randolph,Unknown,746,Unknown,267,Poultry - Broiler,-80.0035,35.556,2038.6512118742062
589,95502,6,Randolph,Unknown,2716,Unknown,800,Poultry - Broiler,-79.9783,35.5771,6108.318237825337
32,63668,4,Randolph,Unknown,33313,Unknown,533,Poultry - Broiler,-79.9134,35.5299,4069.6670259511307
46,31834,2,Randolph,Unknown,11609,Unknown,267,Poultry - Broiler,-79.8335,35.5358,2038.6512118742062
80,143253,9,Randolph,Unknown,30000,Unknown,1200,Poultry - Broiler,-79.7671,35.5196,9162.477356738005
55,95502,6,Randolph,Unknown,29091,Unknown,800,Poultry - Broiler,-79.7032,35.535,6108.318237825337
48,26462,2,Chatham,Unknown,9042,Unknown,217,Poultry - Broiler,-79.5341,35.5392,1656.8813220101226
60,26462,2,Chatham,Unknown,7233,Unknown,217,Poultry - Broiler,-79.4797,35.5586,1656.8813220101226
37,39693,3,Chatham,Unknown,17622,Unknown,326,Poultry - Broiler,-79.4428,35.5582,2489.139681913825
140,79386,6,Chatham,Unknown,9314,Unknown,652,Poultry - Broiler,-79.3914,35.5575,4978.27936382765
287,144680,8,Lee,Unknown,7261,Unknown,1042,Poultry - Broiler,-79.3311,35.5168,7956.084504767501
168,108510,6,Lee,Unknown,9298,Unknown,781,Poultry - Broiler,-79.1269,35.5265,5963.245679676985
52,13231,1,Chatham,Unknown,4192,Unknown,109,Poultry - Broiler,-78.9651,35.5391,832.2583599037022
102,79600,4,Davidson,Unknown,13078,Unknown,667,Poultry - Broiler,-80.1279,35.5089,5092.810330786875
447,63668,4,Randolph,Unknown,2385,Unknown,533,Poultry - Broiler,-80.0342,35.5486,4069.6670259511307
527,63668,4,Randolph,Unknown,2023,Unknown,533,Poultry - Broiler,-80.0336,35.5517,4069.6670259511307
459,95502,6,Randolph,Unknown,3486,Unknown,800,Poultry - Broiler,-79.9959,35.5456,6108.318237825337
47,63668,4,Randolph,Unknown,22681,Unknown,533,Poultry - Broiler,-79.9867,35.521,4069.6670259511307
